읍면동명,구분,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효 투표수,기권자수
읍면동명,구분,선거인수,투표수,더불어민주당 신용한,국민의힘 김영환,계,무효 투표수,기권자수
합계,,3936,3204,1549,1560,3109,95,732
거소투표,,80,77,31,38,69,8,3
단양읍,계,1652,964,370,580,950,14,688
단양읍,선거일투표,1652,964,370,580,950,14,688
단성면,계,366,366,182,175,357,9,0
단성면,관내사전투표,366,366,182,175,357,9,0
가곡면,계,473,472,254,198,452,20,1
가곡면,관내사전투표,473,472,254,198,452,20,1
영춘면,계,761,722,381,318,699,23,39
영춘면,관내사전투표,621,621,340,263,603,18,0
영춘면,선거일투표,140,101,41,55,96,5,39
어상천면,계,427,426,232,175,407,19,1
어상천면,관내사전투표,427,426,232,175,407,19,1
적성면,계,177,177,99,76,175,2,0
적성면,관내사전투표,177,177,99,76,175,2,0
