읍면동명,구분,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효 투표수,기권자수
읍면동명,구분,선거인수,투표수,더불어민주당 신용한,국민의힘 김영환,계,무효 투표수,기권자수
합계,,12704,12699,7699,4708,12407,292,5
봉양읍,계,1300,1299,730,518,1248,51,1
봉양읍,관내사전투표,1300,1299,730,518,1248,51,1
금성면,계,340,339,189,142,331,8,1
금성면,관내사전투표,340,339,189,142,331,8,1
청풍면,계,225,225,113,108,221,4,0
청풍면,관내사전투표,225,225,113,108,221,4,0
수산면,계,407,407,230,170,400,7,0
수산면,관내사전투표,407,407,230,170,400,7,0
덕산면,계,508,508,306,191,497,11,0
덕산면,관내사전투표,508,508,306,191,497,11,0
한수면,계,113,113,61,52,113,0,0
한수면,관내사전투표,113,113,61,52,113,0,0
백운면,계,654,653,375,264,639,14,1
백운면,관내사전투표,654,653,375,264,639,14,1
송학면,계,828,828,476,327,803,25,0
송학면,관내사전투표,828,828,476,327,803,25,0
중앙동,계,948,948,532,397,929,19,0
중앙동,관내사전투표,948,948,532,397,929,19,0
남현동,계,997,997,528,452,980,17,0
남현동,관내사전투표,997,997,528,452,980,17,0
용두동,계,2875,2873,1892,939,2831,42,2
용두동,관내사전투표,2875,2873,1892,939,2831,42,2
신백동,계,1851,1851,1178,607,1785,66,0
신백동,관내사전투표,1851,1851,1178,607,1785,66,0
화산동,계,1658,1658,1089,541,1630,28,0
화산동,관내사전투표,1658,1658,1089,541,1630,28,0
