읍면동명,구분,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효 투표수,기권자수
읍면동명,구분,선거인수,투표수,더불어민주당 신용한,국민의힘 김영환,계,무효 투표수,기권자수
합계,,5634,5630,2907,2506,5413,217,4
감물면,계,582,581,309,249,558,23,1
감물면,관내사전투표,582,581,309,249,558,23,1
장연면,계,523,523,231,272,503,20,0
장연면,관내사전투표,523,523,231,272,503,20,0
연풍면,계,699,699,326,342,668,31,0
연풍면,관내사전투표,699,699,326,342,668,31,0
칠성면,계,1005,1005,544,425,969,36,0
칠성면,관내사전투표,1005,1005,544,425,969,36,0
문광면,계,700,700,402,276,678,22,0
문광면,관내사전투표,700,700,402,276,678,22,0
청안면,계,755,754,388,328,716,38,1
청안면,관내사전투표,755,754,388,328,716,38,1
사리면,계,660,658,326,319,645,13,2
사리면,관내사전투표,660,658,326,319,645,13,2
소수면,계,710,710,381,295,676,34,0
소수면,관내사전투표,710,710,381,295,676,34,0
